duration,count_of_s,count_of_r,count_of_p,init_of_s_pos,init_of_r_pos,init_of_p_pos,winner,winner_pos,s_points_area,r_points_area,p_points_area,winner_points_area,s_points_center,r_points_center,p_points_center,winner_points_center,s_points_density,r_points_density,p_points_density,winner_points_density
4820.305,33,33,33,"[(125, 293), (102, 618), (285, 572), (205, 309), (115, 497), (135, 215), (164, 148), (85, 23), (31, 539), (321, 395), (134, 180), (27, 361), (274, 193), (55, 492), (123, 69), (54, 179), (104, 284), (325, 207), (169, 326), (118, 133), (314, 544), (147, 112), (89, 437), (251, 141), (146, 202), (203, 95), (61, 316), (189, 252), (239, 222), (209, 182), (182, 127), (223, 110), (291, 400)]","[(235, 440), (264, 336), (271, 365), (340, 450), (309, 370), (307, 529), (250, 115), (73, 491), (108, 155), (39, 326), (255, 613), (189, 559), (230, 110), (326, 357), (103, 609), (93, 128), (205, 51), (257, 547), (298, 387), (265, 506), (257, 352), (59, 94), (249, 93), (198, 564), (275, 564), (105, 412), (147, 259), (65, 276), (81, 260), (89, 543), (292, 370), (223, 579), (120, 347)]","[(30, 419), (265, 26), (21, 618), (320, 289), (213, 344), (79, 87), (327, 62), (89, 353), (268, 96), (20, 566), (34, 85), (46, 614), (74, 488), (303, 263), (102, 387), (307, 210), (204, 578), (93, 400), (212, 391), (76, 540), (266, 173), (64, 599), (165, 149), (221, 63), (254, 68), (312, 28), (40, 571), (220, 180), (159, 520), (44, 79), (274, 318), (41, 322), (159, 148)]",s,"[(198.18866617408656, 387.03184502418054), (152.16487580570077, 446.5274396608768), (186.2621782741058, 398.83374349864334), (229.60019916483952, 349.9485071177014), (219.62834589514887, 147.60453558936968), (173.87900833858257, 509.76024797920434), (217.37728885436186, 363.01390344924334), (149.9763187676842, 520.64758722738), (207.51437159938658, 445.07475350382094), (229.35959634186443, 413.94198079337514), (185.40011237295482, 336.77485800397886), (200.73983219855367, 344.61473192484294), (214.69491182903158, 381.5048913808542), (200.26467956391582, 371.95997363880133), (161.088959035281, 473.7036439506552), (204.25477386213143, 423.46282531396224), (207.04625781561552, 246.42274876766365), (149.32187758785946, 370.2114132537979), (212.46012791633558, 280.43278019688114), (239.84492068639506, 244.03562255123444), (217.36282856803126, 202.70942238977102), (169.51575113377842, 482.90912250695203), (159.8328495042559, 407.6877066316714), (160.70227536104494, 182.0309651139362), (189.56390187376152, 218.2970463175613), (211.51116160860929, 256.0046536111354), (144.01030107798593, 501.471621639438), (146.1954793443213, 407.5374713247701), (144.31707473668547, 511.35529294540635), (233.49013939549997, 393.08604740246477), (202.9866945788281, 485.2458505654854), (149.31449504264077, 261.7885137623096), (149.4972855744389, 327.2418553976019), (197.3626997903353, 436.9415245570914), (168.49456103602662, 520.900217315388), (145.1670450025034, 439.6031971822586), (229.44481917885543, 254.9317121011283), (146.58408162947597, 460.2482704072236), (230.86654617694887, 310.7319050262397), (232.30657319716562, 361.61307117147015), (170.8961541307576, 331.20919211986234), (147.44630169318322, 483.7844706874345), (173.52141935348953, 463.58647538892234), (172.94952418234246, 450.2059153627233), (161.21904776848143, 202.35614089944252), (195.67069210737577, 209.64260942779703), (203.7369837429469, 328.191895658028), (165.4087101697244, 215.64114369271763), (237.36876120746024, 173.04768391247575), (205.4854577219377, 460.9355357453889), (184.28197933155695, 387.1321157468645), (183.6050177717319, 440.30881050521623), (166.4887507084954, 421.34892665256586), (223.60271055901342, 322.0766802218502), (230.12155096438318, 402.9985804787965), (190.22088302529622, 376.6966257664787), (211.7138755155092, 370.7884106273066), (218.85038252714247, 394.87915922846634), (175.8069320312876, 473.08900409054814), (213.04067505620364, 226.2667990285387), (225.8083820631736, 370.2974100147439), (205.70511035294015, 308.644486073918), (209.28067584180565, 410.2869487617305), (156.77473283670253, 225.9582117095031), (188.63315776326337, 501.11479241238453), (213.22077755321698, 186.62787719913428), (191.12103534709354, 253.48649777452425), (235.71357490619812, 230.96613847946028), (174.74921348784056, 429.7455816996494), (189.97407560097278, 465.6318535612563), (230.55765163961695, 183.7882647337082), (188.96755014647022, 279.6585488647235), (197.3485654287377, 451.70253564000626), (228.97049503749352, 213.94436703965619), (195.2326731457584, 234.3629577619259), (160.83050351240703, 460.6215360482398), (227.45552086066076, 196.54376822687945), (208.06181801548777, 165.21336104945428), (190.24198268369497, 358.177990799379), (165.6287174790258, 503.73444696196134), (167.87592960360104, 370.50235360395965), (166.06071017418046, 388.3054349308328), (195.4684160926168, 300.5456461736507), (174.346910576703, 294.86216570202924), (183.02493345972673, 368.4249868872533), (184.9700948728619, 415.2525292770169), (181.42450381507092, 308.88827347130797), (182.33082523223277, 488.6771686945738), (148.54001908283334, 213.8698442692052), (198.58823783110634, 283.55586735738314), (236.2677304489494, 373.2177445821167), (154.2800151583425, 338.7528877722192), (227.00022756715668, 168.23883831306148), (200.5295049626812, 473.13037880811646), (142.52307229248285, 388.63870820102704), (224.17623589707205, 240.07267643928824), (198.91975557866763, 404.9717662460043), (202.07728268979778, 199.57968267205192), (219.05770945853936, 409.51430028012845)]",92952.0,60561.5,100301.0,22304.167057774743,"(138.76463837966548, 366.84271810540207)","(196.40193026923046, 265.15834041979366)","(176.22810839373486, 238.40744027144962)","(186.4741777179325, 309.7482816567161)",2816.7272727272725,1835.1969696969697,3039.4242424242425,225.29461674519942
3868.295,33,33,33,"[(35, 532), (338, 428), (337, 91), (258, 142), (272, 573), (54, 173), (106, 418), (48, 91), (185, 503), (324, 159), (214, 102), (237, 138), (155, 224), (117, 287), (195, 112), (164, 438), (93, 466), (228, 565), (300, 211), (109, 110), (228, 532), (45, 58), (105, 523), (38, 86), (325, 68), (242, 485), (147, 375), (141, 79), (85, 332), (148, 138), (79, 560), (59, 366), (181, 580)]","[(203, 109), (43, 420), (95, 239), (191, 227), (20, 511), (179, 598), (334, 385), (323, 490), (113, 380), (199, 533), (153, 81), (182, 556), (327, 347), (141, 309), (224, 103), (286, 45), (128, 206), (133, 100), (171, 245), (62, 261), (333, 368), (99, 574), (96, 273), (161, 248), (212, 480), (226, 330), (131, 420), (98, 597), (154, 602), (284, 289), (102, 297), (253, 526), (48, 523)]","[(215, 228), (337, 581), (268, 569), (293, 294), (228, 392), (46, 47), (295, 218), (283, 99), (21, 307), (197, 285), (103, 241), (329, 483), (212, 516), (213, 384), (67, 389), (285, 175), (37, 471), (275, 431), (96, 236), (264, 223), (130, 207), (93, 198), (106, 51), (230, 586), (36, 244), (244, 221), (116, 159), (111, 508), (151, 535), (208, 580), (244, 565), (331, 138), (71, 315)]",r,"[(200.20311930185636, 275.66446803027327), (135.3963566586947, 291.4180500162441), (179.90435514739053, 436.8158967369044), (147.96292190383346, 446.88466761449956), (209.38671883027803, 457.90553239532755), (172.57892464002336, 388.05487606635745), (104.48897319861979, 374.4190615033834), (201.94674218507848, 491.0041296813014), (204.98024307888193, 315.9928054801587), (163.23476188013862, 247.10373511220973), (183.4654362973998, 335.1296201572444), (187.65558610899956, 301.95312423643543), (169.7313658787235, 462.0092485999657), (178.21174497255416, 239.6824370189794), (211.76487083435939, 483.84501976328676), (174.3626937820071, 510.9286648165542), (186.4206180691003, 193.97854075397436), (162.89687523128015, 209.92551198460944), (191.12084935055097, 390.1502093433944), (173.4166920887877, 282.7098020040483), (169.0562370023682, 433.6213799836804), (199.47749787114617, 425.7389118808766), (198.7745930938098, 238.7497143260835), (196.67691716620152, 258.97233184826933), (165.18236497662735, 400.6597136598599), (122.03678704361347, 407.48354288858224), (184.63739757383, 427.80547584747603), (198.7746547392607, 440.1332651509953), (153.99272675254778, 382.5479859036777), (196.9225753288142, 323.58216232162977), (192.0485969218769, 267.9418394781385), (130.4220991498918, 343.6733389381843), (205.92207393647, 265.45271511615266), (173.8283665004534, 484.84156271517486), (217.4111733823062, 476.55163320125746), (163.52328176677918, 234.65591515787276), (170.58717757821836, 348.5597880494117), (199.67486439052053, 463.49813767662243), (172.51464741272596, 217.5541752398943), (130.86948727753753, 413.44087141921597), (184.65873947427315, 292.271977273675), (138.45674489371592, 382.7541681744441), (194.65408971645004, 294.0172382389979), (155.71245843360575, 421.5321126534423), (202.56076529039404, 302.63928282198805), (208.31786643763834, 231.0802830205158), (175.06040432094386, 250.79530757972205), (148.39108037537133, 342.29351619659013), (168.91584442993914, 272.06802115919805), (140.99011628614312, 454.88636902065844), (140.63553046589644, 438.61900724186313), (189.27288398926336, 233.97862537230012), (167.9767389081756, 372.4861150864197), (201.0307182106725, 477.1140062516073), (129.8783581591916, 301.1371813944099), (127.69996523369619, 331.7743368892548), (179.8711986999973, 274.6941481047348), (117.78676451086068, 382.0780707848595), (153.98855449588228, 221.72387108876123), (177.27769679891782, 207.2174295830683), (200.680178803275, 362.4609188347218), (131.668417709435, 321.22816377114975), (193.08340274717904, 470.14948202040955), (186.21651214616983, 445.90957818829094), (167.88423997086778, 290.8503798059669), (193.4788289393567, 202.53886582866292), (106.51279827147395, 390.3221753324766), (197.9312358172056, 223.63133755641377), (182.77838243486835, 472.05497800553746), (131.75701194962176, 367.6058921124225), (187.91404361733814, 481.60170869235475), (195.43875753165304, 213.94327138358338), (196.36756361863493, 407.34845340470883), (122.11631309063377, 283.23882577024267), (206.48164383010186, 246.42106090837206), (174.5556866533698, 228.93798062799968), (176.03233797154118, 263.997518188751), (194.56939986796598, 452.7117481231972), (209.755276961023, 408.23154922786773), (182.16836290802297, 220.26015439889918), (185.38070964587456, 256.5382576175124), (163.19136648170993, 488.9789691836983), (193.43496591149002, 415.77939269962286), (189.59721846046506, 246.83750112748254), (181.0825842913381, 501.00970077870284), (172.60175960133586, 451.2194038532808), (104.05239852185666, 412.12380246353206), (198.90506142916718, 352.8168758111271), (194.521889305787, 498.71905330365666), (189.52288631942304, 282.8297447486491), (167.7996140047051, 411.7925511391448), (204.9157632450857, 508.21103457305816), (179.8865120749422, 458.36627784223066), (208.81184345197724, 469.74126928648604), (203.97296002600964, 287.33866139270924), (147.27765762438685, 410.82056864454626), (150.81397329024168, 492.1396284764844), (116.0809697610621, 395.7756397530814), (184.96078557384382, 490.7899236447517)]",37308.0,26962.5,29163.5,22828.50638522545,"(291.00942603909795, 405.10945373646405)","(202.25596662030597, 474.07449235048676)","(234.51220989707454, 375.2971008280899)","(188.6812949675895, 377.4548305121719)",1130.5454545454545,817.0454545454545,883.7424242424242,230.59097358813585
2624.119,33,33,33,"[(244, 44), (125, 441), (146, 318), (150, 75), (163, 555), (248, 110), (155, 99), (130, 368), (194, 559), (331, 157), (35, 102), (296, 105), (237, 336), (101, 264), (80, 366), (95, 256), (80, 413), (55, 129), (159, 527), (124, 119), (199, 311), (52, 470), (232, 308), (83, 450), (26, 45), (45, 474), (236, 51), (131, 329), (294, 208), (242, 179), (172, 561), (254, 440), (136, 249)]","[(258, 327), (154, 112), (59, 461), (298, 249), (87, 400), (320, 520), (77, 204), (34, 324), (337, 72), (61, 50), (322, 203), (227, 352), (240, 90), (110, 363), (210, 613), (62, 153), (50, 155), (250, 108), (127, 561), (91, 318), (218, 461), (149, 585), (35, 288), (132, 597), (32, 536), (279, 24), (225, 211), (259, 70), (43, 410), (158, 280), (124, 224), (172, 531), (52, 359)]","[(152, 358), (23, 421), (263, 41), (70, 454), (186, 98), (110, 224), (303, 83), (328, 47), (105, 296), (163, 374), (183, 504), (180, 485), (76, 464), (317, 291), (301, 355), (330, 386), (157, 590), (291, 387), (202, 20), (312, 402), (173, 477), (212, 401), (269, 425), (113, 149), (131, 410), (135, 523), (83, 553), (273, 215), (199, 212), (291, 106), (132, 446), (20, 573), (242, 104)]",r,"[(212.3755614442377, 342.1718184745909), (191.35282711975177, 370.4226075916319), (165.4601118960165, 142.8898726893076), (162.70610400659004, 277.1050607303839), (155.55750072087164, 379.0482318186308), (211.71577279785487, 435.80115718223954), (163.35627655275732, 420.15968152292874), (170.23054266871972, 153.5867748043264), (156.2304053495255, 334.25687115216544), (179.6957505004993, 247.04781728572914), (164.6139062416867, 401.77468957804916), (142.25687107427314, 207.40127454762663), (193.5025332596709, 409.4369124855847), (155.11165460944073, 144.65941528486246), (185.83645440264198, 496.1673110374856), (218.05930279727386, 445.66632322743925), (168.29308009375188, 302.5234723694637), (176.11962026521647, 210.2155447762123), (154.06624373894823, 257.9462470374581), (165.87734327281572, 171.12844273931393), (148.8682852586225, 216.22321319014043), (153.40628244028628, 345.20725936120425), (188.9310773617013, 155.2617139028761), (177.9488827345465, 319.83123576430137), (175.80206804135375, 176.9398381314036), (158.95211423560522, 360.8254141197531), (201.4633997899949, 493.1650493401979), (150.45373408425218, 183.1098949326105), (205.03493908067782, 359.5251870282469), (156.6844685687935, 224.4499472251627), (198.6444214345948, 167.75941533304734), (202.03757315892315, 457.4090028941821), (145.4082513752377, 229.6393393920331), (177.4553391177422, 332.95189069961936), (219.48909963615048, 455.9641007045167), (178.2299112293942, 225.10717549320418), (155.96017205551246, 194.75961183875128), (175.0024879405584, 426.32477747772253), (199.82703507491186, 329.60536502171647), (197.4672699588938, 388.4417390154263), (176.19414276677955, 263.12859564750573), (169.03801273742266, 342.7517521185265), (219.1771583858219, 471.1455682452136), (217.0477858165214, 183.51605662626721), (191.11939958298194, 397.51928304349485), (162.83607465964224, 266.42413959568137), (215.81721052784192, 164.88169783039788), (154.2191195651211, 311.0628846564141), (170.539880163393, 256.2275808766978), (183.3661492615891, 472.0509306585912), (194.0246544694505, 424.02051943491927), (171.7529637714125, 187.74926553940776), (187.80454087886315, 201.03305478066878), (141.80559666375007, 247.48976772490508), (192.2424972525984, 464.40876841554143), (152.68000715635077, 206.45822298603463), (210.8094030567443, 462.9813134607476), (195.22385252205484, 359.9143188469649), (205.8610605934174, 178.68723928484866), (161.56064356116354, 252.05485189231058), (194.82105711664914, 249.04036830313268), (202.32881271217002, 377.1843541218608), (190.83866551170615, 339.2215189497512), (182.86814617842217, 483.8256803267951), (199.51627293890803, 345.6208965954683), (172.75316359253046, 442.8300746040107), (153.24129270412635, 322.7009829872793), (189.31697437877494, 174.88328683270643), (198.01067252796167, 311.00529360826664), (176.25899593841194, 461.06753662499443), (154.62656228885754, 294.91653528145434), (198.04991036287058, 435.2948102050299), (155.48424350329233, 448.09008893910396), (206.09484150294986, 424.51110158934745), (155.78545636645146, 242.53693652871246), (159.57549622314747, 156.34673538811904), (183.08362235848253, 452.92911509963335), (153.78513520919216, 423.09775806178664), (165.736451615449, 240.31036566680163), (193.14891084871644, 449.9081456835878), (162.67772744851274, 211.68958391254432), (154.04551349527517, 166.47710420114825), (167.3235689240395, 229.19709813199657), (164.44679202507248, 324.833198730555), (155.3379351297422, 391.0715493625699), (154.1349355217845, 233.12599955859756), (176.59664039538018, 237.66375799598896), (183.8858530313004, 300.4810227072309), (168.95162261711326, 201.14669181443185), (169.3665559996167, 218.91567606000524), (168.2603089051435, 292.4293952175904), (207.84166325148988, 449.61415055190986), (211.80139541367032, 499.82368301452203), (208.86892059076754, 475.0248615262379), (165.3205511590957, 470.15868301968885), (208.43790794639207, 205.34000622305302), (162.4356878743549, 370.4148502856485), (162.6158779105169, 180.97427114869856), (170.70993892778878, 312.67690982582525)]",36642.5,10837.5,30802.5,2170.181499122235,"(206.32543267153352, 389.6493188692547)","(59.727012687427916, 703.4740330642061)","(185.0856856856857, 380.96132889646407)","(253.9831413872928, 379.3216042115658)",1110.378787878788,328.40909090909093,933.4090909090909,21.92102524365894
5186.051,33,33,33,"[(309, 425), (127, 211), (179, 282), (119, 321), (221, 488), (21, 261), (109, 391), (120, 363), (172, 186), (212, 124), (98, 545), (202, 543), (139, 322), (276, 214), (42, 472), (165, 124), (173, 258), (53, 429), (23, 394), (146, 171), (323, 207), (268, 69), (160, 175), (25, 150), (33, 539), (141, 506), (338, 547), (271, 174), (217, 39), (94, 89), (120, 44), (22, 471), (173, 245)]","[(233, 555), (321, 246), (233, 475), (140, 501), (177, 38), (45, 99), (224, 273), (41, 88), (185, 390), (224, 130), (273, 97), (242, 366), (222, 334), (218, 500), (99, 396), (306, 78), (229, 459), (177, 256), (281, 92), (258, 174), (255, 592), (159, 25), (287, 320), (120, 571), (38, 415), (67, 565), (171, 326), (158, 86), (328, 439), (315, 90), (288, 73), (290, 566), (156, 601)]","[(48, 409), (64, 303), (281, 38), (25, 501), (63, 590), (87, 251), (244, 583), (132, 75), (209, 235), (227, 412), (135, 582), (164, 586), (80, 453), (276, 446), (79, 452), (323, 601), (162, 139), (48, 454), (28, 510), (113, 358), (228, 508), (95, 192), (302, 351), (249, 180), (269, 127), (163, 462), (49, 211), (305, 220), (174, 255), (284, 403), (203, 32), (325, 589), (180, 369)]",p,"[(200.46033587561138, 447.03631609603696), (202.50873328893545, 412.6547113909865), (224.52811695510513, 262.5731050042096), (228.24823186773853, 127.65618231793955), (163.52429991627457, 181.42116596295156), (224.36704940774365, 158.43335278591883), (231.7417008914798, 440.3018165006017), (246.52585542234817, 61.59679575526354), (190.54620358077204, 298.22261904565954), (182.14251387238005, 461.3436972799358), (180.98210902599416, 439.05303414016043), (212.1387756433642, 148.0027431449604), (144.84002815948207, 58.181445254940655), (147.23116061952527, 460.70884510615645), (209.9082269610001, 452.5730669726915), (145.94296208329231, 72.7570937633151), (202.14257118752002, 158.34901774440593), (166.90095192731002, 162.33543435448408), (235.95246922051084, 164.95607869511753), (229.08140011050418, 465.4894178028474), (172.7534267492609, 404.94660755764147), (142.7456925764313, 86.33116005818556), (182.76775454069727, 78.95114890788395), (189.12466330042466, 381.73479423251734), (220.48137819264574, 228.60248814991095), (228.58518217259774, 201.45770363736585), (234.5976150022065, 152.60921734652922), (234.11639143698915, 98.96168243227653), (214.640718719536, 336.4033563045287), (215.1173407589717, 81.88657781391413), (240.8650710771495, 73.14248244223873), (212.43448869054515, 483.4968133031233), (165.84609068810033, 462.45080083331163), (222.7180951749034, 241.39023876938174), (214.14928083666285, 468.4452164721393), (199.84315415025875, 463.5077600816771), (229.82545537735464, 219.44935561472778), (187.00985720212037, 449.9683639845099), (188.85088057834213, 181.17650681638008), (220.96587269549565, 447.183279775543), (225.59782123847623, 360.6523516908095), (229.22809749490503, 187.8448853522344), (197.52855617849787, 401.8791899934453), (224.42495169057443, 421.65265539158815), (190.09607226059052, 424.3592769113058), (268.02045626198674, 59.20198898206521), (233.1397237870766, 475.361851281708), (217.59351217342672, 100.05291165185744), (232.39386844345924, 406.87999308290586), (188.7023957888191, 99.21285213957522), (189.26682048702423, 169.59559404514587), (186.03987224212543, 201.74225686422162), (202.87179573701187, 427.33959921545664), (213.37432984347993, 439.9358651329157), (231.31733003546003, 69.76193726887732), (153.65371586665304, 421.56807646738343), (176.2601998251863, 428.54615893076686), (246.77712506698185, 95.72278969813159), (178.15522800098995, 342.97319043834943), (223.0580146919696, 114.31001568683513), (217.9252695141129, 490.9488408465682), (221.1715743031657, 457.8485495605299), (277.85482364845376, 94.14855288575261), (161.4522674885593, 79.37415046923495), (215.52846295080553, 168.53956018560427), (218.421678762824, 68.81695419128228), (217.96508551204067, 211.45363818574268), (236.92907206275513, 209.09753432228888), (227.68203839600295, 139.63278677325036), (190.17994087209817, 469.34909401410675), (259.8840438257568, 98.67974715210957), (176.79625535960176, 156.06495511136947), (184.6238609256168, 410.9122520137817), (277.6205388447667, 78.30125493649511), (157.88049961011734, 440.41867489343383), (165.65324851236667, 423.71727613592566), (175.15634211169458, 449.1945453238947), (199.80670111842815, 482.4693319485706), (183.0462054377147, 279.41235001193104), (218.1498012228127, 135.43539638983165), (232.76561911974844, 427.9153717425159), (202.21333472799472, 77.5109316036023), (233.42366791702153, 175.59365241591706), (250.79031540228033, 82.4714030566593), (234.37100601712865, 247.44998328100564), (209.55721095111406, 177.52040101596177), (194.8257164675869, 69.13976273082686), (292.66147759733735, 73.34668886624762), (220.2797721276526, 308.228938488311), (172.4309519206867, 85.954122502764), (264.3617519866825, 71.64869190910512), (176.33463198660974, 71.0036363413742), (156.70195201322923, 62.01395329229838), (223.08221362341786, 433.6970182305604), (234.395892776334, 454.5191904946936), (153.5984202747076, 406.9276898650698), (222.73300044477418, 477.0232392062537), (181.73483333547628, 305.65518372739945), (222.56523249931266, 173.76142021464582)]",115525.5,94583.0,20957.5,8842.585861926113,"(174.38017580534168, 318.3940746126757)","(222.21727477453666, 374.7911710702064)","(115.32545230426656, 140.96308401924531)","(148.12786027606847, 241.6411805924157)",3500.7727272727275,2866.151515151515,635.0757575757576,89.31904911036477
3334.692,33,33,33,"[(339, 604), (313, 576), (97, 255), (199, 224), (156, 547), (70, 515), (154, 242), (204, 385), (36, 218), (125, 342), (154, 539), (258, 574), (269, 269), (317, 602), (182, 293), (229, 589), (71, 585), (171, 304), (118, 49), (67, 202), (113, 386), (114, 240), (156, 440), (231, 493), (288, 126), (224, 76), (100, 370), (102, 493), (247, 310), (81, 302), (97, 245), (300, 376), (267, 582)]","[(70, 542), (37, 553), (89, 235), (75, 500), (315, 248), (115, 52), (184, 240), (174, 465), (139, 219), (80, 619), (211, 443), (173, 391), (87, 618), (321, 467), (70, 620), (146, 294), (229, 322), (243, 337), (273, 86), (339, 238), (105, 500), (177, 92), (331, 352), (136, 111), (320, 501), (314, 319), (81, 124), (169, 203), (216, 176), (252, 153), (124, 473), (110, 71), (179, 53)]","[(172, 319), (121, 398), (113, 522), (50, 156), (167, 502), (328, 155), (154, 508), (156, 554), (283, 279), (163, 70), (75, 478), (213, 488), (166, 189), (78, 314), (201, 404), (58, 551), (271, 204), (181, 183), (66, 329), (138, 129), (129, 393), (208, 175), (340, 289), (333, 567), (335, 289), (334, 275), (114, 311), (325, 549), (121, 317), (106, 540), (304, 216), (309, 383), (217, 28)]",r,"[(152.99037972392162, 495.21839356310034), (176.97026747959285, 417.2709369209165), (257.05212914914677, 519.1605821555823), (135.5518703583308, 498.47356366428875), (129.6479188903051, 420.2343351296731), (228.77870649963606, 497.9363505928181), (146.3461900651045, 263.4473189215186), (189.06913929878468, 504.4716865487134), (122.41342533053863, 292.5257196355222), (134.52729594102496, 486.5631325701554), (223.70626454021175, 245.1147136143406), (144.72065317524715, 284.04587377714444), (182.95743031538126, 321.4409550422959), (196.49169449391644, 466.9808523690014), (204.36648508354156, 485.8820497030908), (211.0229240435151, 205.7437609840461), (196.1801622524688, 317.23561655027623), (163.96221343021463, 494.2656670271963), (166.92096026818612, 331.49640330994197), (185.10817997486802, 482.0918100416764), (139.58818582745874, 317.0710713608154), (162.46442337794986, 465.2401695012087), (203.5101944033229, 507.5040056563327), (193.77529421482356, 416.209743188677), (120.24884570347969, 269.3055562617529), (191.69778543137826, 367.0854959734803), (156.4083265143363, 224.87292650543387), (146.32935221245629, 526.2412958764595), (209.55685938428576, 227.41027322611757), (169.07410705138784, 424.25290030799516), (177.00280219401185, 446.69822471229605), (146.5088477796935, 485.0255930851115), (173.53202052086718, 526.536458853829), (149.3810138826139, 445.505210198793), (186.26907932513862, 470.23067654379315), (210.384505465645, 500.6750360272442), (158.99019754125496, 517.1531504953513), (138.45329521578438, 272.00562012090404), (179.88986854555887, 345.46519513811387), (235.5161355865231, 489.96732113283576), (158.98179422927393, 346.08940356142455), (223.73679051144984, 526.6295900144453), (130.51088012151163, 523.657822928491), (167.16232706912376, 434.65402289417943), (181.5509446780503, 381.7527396331788), (171.08532512310975, 373.1675922165587), (154.36869318053309, 507.3230665237872), (214.99736831795383, 520.786792382458), (200.72858838643594, 395.6955365887301), (208.61857076424616, 307.0588521033622), (141.09252499741953, 510.2628384196504), (194.57044887844006, 430.1773607351735), (132.08545898010632, 285.148754378306), (182.30036930570785, 406.9188493322714), (241.8217648854763, 269.5067258475955), (127.61571632153267, 380.2580928905353), (185.72709179792264, 262.69805168341446), (211.47360501999918, 332.8457108409198), (195.31260913621554, 271.5502602850615), (154.47122927599327, 278.38572561495596), (183.3538797957708, 513.7743234022448), (146.2791074612329, 427.0915175232374), (145.1831734868908, 377.33417518658007), (218.09320475254722, 270.6988266365652), (167.07639220986002, 273.59570007531045), (149.4979019113767, 353.3879420274869), (212.9239723291911, 419.32716262205946), (230.40465001729007, 404.01809520770234), (164.11259079374244, 453.9312096156569), (212.80744159400038, 242.88828757952123), (259.2314222831968, 505.420486564379), (210.59238518080812, 455.90124673728434), (243.44222932513526, 511.86261243063797), (222.99672334806368, 413.4544684086544), (222.92302740806687, 323.96723297538574), (218.63989660182483, 391.59717848835703), (194.46676840393627, 334.3702340971997), (231.7469260345402, 276.2835382835307), (216.8689376917421, 187.56747650588522), (154.49942552262988, 373.0228960449148), (156.07332612429974, 397.8312541695743), (123.98848269514367, 301.81518098551237), (243.84251968273824, 526.5573818212035), (176.4390686954529, 500.45050104137994), (208.09259817949723, 269.7141130203329), (165.96731005125505, 384.042914788534), (167.8455276410512, 350.3753899568979), (214.38859698125333, 316.2598369551382), (166.05764310786216, 507.1791828393998), (131.72035845333002, 358.0874792672671), (150.72984319201615, 467.6000326006051), (169.50440706931616, 292.7135919744539), (146.94485817763626, 231.33244291890108), (204.63096009668956, 216.0156591704752), (219.2896784064068, 483.2386012260622), (209.53521173086494, 443.8930495048122), (254.59807005376555, 259.2755186322263), (223.10081941323548, 214.67597556698303), (219.3776494614926, 508.777992004875)]",20501.0,6865.0,83240.5,7542.503296307941,"(197.7600848739086, 21.464652130790366)","(18.757853848021366, 7.627142510318039)","(179.51833943012517, 310.5846813350072)","(181.58563311075153, 688.4699897427422)",621.2424242424242,208.03030303030303,2522.439393939394,76.1869019829085
